model,gene,top_celltype,zscore
PMC9805482_autophagy_OS,CXCR4,CD8Tex,1.4900000095367432
PMC9805482_autophagy_OS,MBTPS2,Malignant,1.4299999475479126
PMC9805482_autophagy_OS,MYC,Fibroblasts,1.5399999618530273
PMC9662042_autophagy_lncRNA_KIRC,HOTAIRM1,Endothelial,1.6299999952316284
PMC9662042_autophagy_lncRNA_KIRC,LINC01507,Malignant,1.940000057220459
PMC9124146_autophagy_lncRNA_PAAD,FLVCR1-DT,Epithelial,1.2799999713897705
PMC9124146_autophagy_lncRNA_PAAD,AC125494.2,CD8T,1.5700000524520874
PMC9124146_autophagy_lncRNA_PAAD,AC012306.2,Fibroblasts,1.6200000047683716
PMC9124146_autophagy_lncRNA_PAAD,AC036176.1,Plasma,1.6699999570846558
PMC9124146_autophagy_lncRNA_PAAD,LINC01089,CD8T,1.6200000047683716
PMC9124146_autophagy_lncRNA_PAAD,AC005696.1,Epithelial,1.6799999475479126
PMC9124146_autophagy_lncRNA_PAAD,LINC02257,Fibroblasts,1.909999966621399
PMC9097333_autophagy_GBM,NDUFB9,OPC-like Malignant,0.9300000071525574
PMC9097333_autophagy_GBM,BAK1,CD8Tex,2.2799999713897705
PMC9097333_autophagy_GBM,SUPT3H,CD8Tex,2.430000066757202
PMC9097333_autophagy_GBM,GAPDH,MES-like Malignant,1.8899999856948853
PMC9097333_autophagy_GBM,CDKN1B,Oligodendrocyte,1.2000000476837158
PMC9097333_autophagy_GBM,CHMP6,MES-like Malignant,1.8300000429153442
PMC9097333_autophagy_GBM,EGFR,OPC-like Malignant,1.6699999570846558
PMC9092832_hypoxia_lncRNA_digestive_panCancer,LUCAT1,Mono/Macro,2.5399999618530273
PMC9092832_hypoxia_lncRNA_digestive_panCancer,MIR4435-2HG,Mono/Macro,1.7799999713897705
PMC9092832_hypoxia_lncRNA_digestive_panCancer,AP000695.2,DC,1.409999966621399
PMC9092832_hypoxia_lncRNA_digestive_panCancer,ADAMTS9-AS2,Fibroblasts,2.2899999618530273
PMC10046686_pyroptosis_lncRNA_STAD,LINC01315,Fibroblasts,2.180000066757202
PMC10046686_pyroptosis_lncRNA_STAD,AP003392.1,Fibroblasts,2.359999895095825
PMC10046686_pyroptosis_lncRNA_STAD,AP000695.2,DC,1.409999966621399
PMC10046686_pyroptosis_lncRNA_STAD,HAGLR,Endothelial,2.6700000762939453
PMC10046686_pyroptosis_lncRNA_STAD,AL590666.2,Epithelial,2.3499999046325684
PMC12210501_ferroptosis_LUAD,PPP1R14B,CD8T,0.8700000047683716
PMC12210501_ferroptosis_LUAD,PLEK2,CD4Tconv,0.6700000166893005
PMC12210501_ferroptosis_LUAD,RHOV,CD8T,1.1200000047683716
PMC12210501_ferroptosis_LUAD,C1QTNF6,CD4Tconv,1.1200000047683716
PMC8100457_lncRNA_HCC,MIR4435-2HG,CAFs,1.5
PMC7847640_glycolysis_lncRNA_UCEC,BOLA3-AS1,Tprolif,1.690000057220459
PMC7847640_glycolysis_lncRNA_UCEC,RAB11B-AS1,Fibroblasts,2.0299999713897705
PMC8812245_glycolysis_READ,ANKZF1,Epithelial,1.85
PMC8812245_glycolysis_READ,STC2,Macrophage,1.65
PMC8812245_glycolysis_READ,SUCLG2P2,Epithelial,2.09
PMC8812245_glycolysis_READ,P4HA1,Fibroblast,1.61
PMC8812245_glycolysis_READ,GPC1,Fibroblast,2.19
PMC8812245_glycolysis_READ,PCK1,Epithelial,1.96
PMC11483459_cuproptosis_CRC,CDKN2A,Fibroblast,1.41
PMC11483459_cuproptosis_CRC,DLAT,Endothelial,1.62
PMC11920466_COAD,HEYL,Fibroblast,1.93
PMC11920466_COAD,FSTL3,Fibroblast,2.23
PMC11920466_COAD,CALB2,MastCell,2.27
PMC11920466_COAD,HOMER3,Epithelial,2.27
PMC11920466_COAD,FABP4,Endothelial,2.27
PMC11920466_COAD,MEGF6,Fibroblast,2.19
PMC11920466_COAD,ADAM8,Macrophage,1.98
PMC11920466_COAD,TIMP1,Fibroblast,1.76
PMC11920466_COAD,CLCA1,Endothelial,2.01
PMC11920466_COAD,NOS2,MastCell,2.23
PMC9035888_autophagy_BRCA,EIF4EBP1,Cancer Epithelial,2.09
PMC9035888_autophagy_BRCA,IFNG,T-cells,2.67
PMC9035888_autophagy_BRCA,TP63,Normal Epithelial,2.66
