model,dataset,n_genes,K_celltypes,top_celltype,top_count,max_prop,entropy_concentration,binom_pvalue,top_category,tautological_pool,fdr_qvalue,significant_fdr05,underpowered_n_lt6
PMC9092832_hypoxia_lncRNA_digestive_panCancer,GSE167297,4,9,Mono/Macro,2,0.5,0.527,0.06355738454503886,Immune_Hematopoietic,False,0.1169455875628715,False,True
PMC9097333_autophagy_GBM,Glioma_GSE131928,7,8,OPC-like Malignant,2,0.286,0.35,0.21460819244384766,Malignant,False,0.26681018520045924,False,False
PMC9124146_autophagy_lncRNA_PAAD,PAAD_GSE154778,7,6,Epithelial,2,0.286,0.246,0.33020404663923186,Epithelial_mixed,False,0.3413345201214532,False,False
PMC9342864_autophagy_Glioma,Glioma_GSE131928,9,8,MES-like Malignant,2,0.222,0.166,0.31278216838836664,Malignant,False,0.3385406999027027,False,False
PMC9361349_DNArepair_SKCM,SKCM_GSE120575,12,10,Tprolif,7,0.583,0.514,5.0180338000000016e-05,Immune_Hematopoietic,False,0.0015388636986666672,True,False
PMC9420977_cuproptosis_Glioma,Glioma_GSE131928,9,8,AC-like Malignant,5,0.556,0.447,0.0024822801351547237,Malignant,False,0.022836977243423456,True,False
PMC9465161_m7G_lncRNA_COAD,GSE81861,5,7,Epithelial,4,0.8,0.743,0.0018444695662521568,Epithelial_mixed,False,0.01885457778835538,True,True
PMC9468367_ICD_lncRNA_HCC,GSE151530,2,6,Malignant cells,1,0.5,0.613,0.3055555555555555,Malignant,False,0.33465608465608465,False,True
PMC9523360_telomere_KIRC,KIRC_GSE159115,10,8,Malignant,3,0.3,0.276,0.11950215324759483,Malignant,False,0.180232755717684,False,False
PMC9524961_hypoxia_HCC,GSE151530,3,6,Malignant cells,1,0.333,0.387,0.4212962962962963,Malignant,False,0.4259259259259259,False,True
PMC9578220_chromatin_immune_UCEC,UCEC_GSE139555,9,6,Treg,3,0.333,0.15,0.17825959425646498,Immune_Hematopoietic,False,0.23098426298020816,False,False
PMC9614251_glycolysis_lncRNA_STAD,GSE167297,3,9,Plasma,2,0.667,0.71,0.03429355281207132,Immune_Hematopoietic,False,0.08302649628185688,False,True
PMC9614380_aminoacid_KIRC,KIRC_GSE159115,17,8,Epithelial,6,0.353,0.216,0.013812815405604082,Epithelial_mixed,False,0.06051328653883694,False,False
PMC9618960_ICD_LGG,Glioma_GSE131928,12,8,CD8Tex,5,0.417,0.392,0.011285478103673084,Immune_Hematopoietic,False,0.0526126612355203,False,False
PMC9636133_mitophagy_CRC,GSE81861,10,7,Endothelial,3,0.3,0.129,0.1616049305615446,Stromal_Vascular,False,0.22190527778600153,False,False
PMC9662042_autophagy_lncRNA_KIRC,KIRC_GSE159115,2,8,Endothelial,1,0.5,0.667,0.234375,Stromal_Vascular,False,0.2875,False,True
PMC9709208_ICD_UVM,UVM_GSE139829,5,8,CD8Tex,3,0.6,0.543,0.01605224609375,Immune_Hematopoietic,False,0.062114197530864196,False,True
PMC9720162_ICD_lncRNA_HCC,GSE151530,2,6,Malignant cells,2,1.0,1.0,0.027777777777777776,Malignant,False,0.08243727598566308,False,True
PMC9767988_pyroptosis_lncRNA_STAD,GSE167297,3,9,Fibroblasts,2,0.667,0.71,0.03429355281207132,Stromal_Vascular,False,0.08302649628185688,False,True
PMC9805482_autophagy_OS,OS_GSE162454,3,8,CD8Tex,1,0.333,0.472,0.330078125,Immune_Hematopoietic,False,0.3413345201214532,False,True
PMC9906058_ferroptosis_cuproptosis_HCC,GSE151530,9,6,Malignant cells,5,0.556,0.359,0.008950061601381901,Malignant,False,0.04634252649459093,True,False
