model,gene,top_celltype,zscore
PMC10085621_hypoxia_NSCLC,IGFBP3,CD8T,0.8500000238418579
PMC10085621_hypoxia_NSCLC,DDIT4,CD8T,1.0800000429153442
PMC10085621_hypoxia_NSCLC,PHLDA2,CD8T,1.1299999952316284
PMC10085621_hypoxia_NSCLC,RRAS,CD8T,1.0499999523162842
PMC10085621_hypoxia_NSCLC,WDR4,B,0.8299999833106995
PMC10085621_hypoxia_NSCLC,EXO1,CD8T,1.1100000143051147
PMC10085621_hypoxia_NSCLC,ECT2,CD8T,1.1399999856948853
PMC10085621_hypoxia_NSCLC,TYMS,CD8T,0.8899999856948853
PMC10085621_hypoxia_NSCLC,CDC25C,CD8T,1.149999976158142
PMC10085621_hypoxia_NSCLC,PLK1,CD8T,0.800000011920929
PMC10085621_hypoxia_NSCLC,FERMT1,CD8T,1.149999976158142
PMC10085621_hypoxia_NSCLC,PCSK9,CD8T,1.1399999856948853
PMC11564170_cuproptosis_AML,LGR4,EryPro,2.5399999618530273
PMC11564170_cuproptosis_AML,C2orf88,Plasma,3.0399999618530273
PMC11564170_cuproptosis_AML,PGAP1,CD8T,1.7599999904632568
PMC11564170_cuproptosis_AML,ACSM1,EryPro,1.6200000047683716
PMC11564170_cuproptosis_AML,PRSS2,HSC,3.200000047683716
PMC11564170_cuproptosis_AML,SNORD19C,Malignant,1.909999966621399
PMC11564170_cuproptosis_AML,PSMD6-AS2,CD8T,1.8799999952316284
PMC11564170_cuproptosis_AML,CNN3,HSC,2.200000047683716
PMC12084325_disulfidptosis_lncRNA_AML,LINC01694,Malignant,1.5099999904632568
PMC12084325_disulfidptosis_lncRNA_AML,THAP9-AS1,Progenitor,1.5
PMC12084325_disulfidptosis_lncRNA_AML,L3MBTL4-AS1,HSC,1.559999942779541
PMC9086515_ferroptosis_Glioma,DPP4,CD8Tex,1.9199999570846558
PMC9086515_ferroptosis_Glioma,CAPG,Mono/Macro,2.319999933242798
PMC9086515_ferroptosis_Glioma,HSPB1,AC-like Malignant,1.7699999809265137
PMC9086515_ferroptosis_Glioma,AURKA,Malignant,2.369999885559082
PMC9086515_ferroptosis_Glioma,SESN2,AC-like Malignant,2.049999952316284
PMC9086515_ferroptosis_Glioma,PGD,OPC-like Malignant,1.190000057220459
PMC9086515_ferroptosis_Glioma,ARNTL,AC-like Malignant,1.8899999856948853
PMC9086515_ferroptosis_Glioma,LAMP2,Oligodendrocyte,2.1500000953674316
PMC9086515_ferroptosis_Glioma,EIF2AK4,MES-like Malignant,1.9199999570846558
PMC9048552_autophagy_lncRNA_SKCM,AC090948.3,CD4Tconv,1.6100000143051147
PMC9048552_autophagy_lncRNA_SKCM,USP30-AS1,DC,1.8600000143051147
PMC9048552_autophagy_lncRNA_SKCM,AC068282.1,DC,2.7799999713897705
PMC9048552_autophagy_lncRNA_SKCM,AC004687.1,DC,2.2300000190734863
PMC9048552_autophagy_lncRNA_SKCM,AL133371.2,DC,2.690000057220459
PMC9048552_autophagy_lncRNA_SKCM,PCED1B-AS1,Treg,1.190000057220459
PMC9048552_autophagy_lncRNA_SKCM,HLA-DQB1-AS1,B,1.850000023841858
PMC9048552_autophagy_lncRNA_SKCM,AC011374.2,Treg,1.409999966621399
PMC9048552_autophagy_lncRNA_SKCM,LINC00324,Treg,0.9300000071525574
PMC9048552_autophagy_lncRNA_SKCM,ITGB2-AS1,Treg,1.0800000429153442
PMC9048552_autophagy_lncRNA_SKCM,LINC00520,Mono/Macro,2.559999942779541
PMC9048552_autophagy_lncRNA_SKCM,DBH-AS1,CD8Tex,1.6299999952316284
PMC9524961_hypoxia_HCC,ENO1,Malignant cells,1.45
PMC9524961_hypoxia_HCC,SAP30,TAMs,1.62
PMC9524961_hypoxia_HCC,STC2,TECs,1.82
PMC10294479_autophagy_HCC,GNAI3,TAMs,1.14
PMC10294479_autophagy_HCC,FKBP1A,TECs,1.89
PMC10294479_autophagy_HCC,BIRC5,Malignant cells,1.96
PMC10294479_autophagy_HCC,SH3GLB1,TECs,1.73
PMC10294479_autophagy_HCC,HIF1A,TECs,1.09
PMC10294479_autophagy_HCC,RHEB,Malignant cells,1.11
PMC10294479_autophagy_HCC,EIF2S1,Malignant cells,1.29
PMC10294479_autophagy_HCC,RAB1A,CAFs,1.11
PMC10294479_autophagy_HCC,ATIC,Malignant cells,1.87
PMC10294479_autophagy_HCC,NPC1,TAMs,1.39
PMC10294479_autophagy_HCC,PRKCD,TAMs,1.95
PMC10294479_autophagy_HCC,ATG4B,TECs,1.15
PMC10294479_autophagy_HCC,CLN3,Malignant cells,1.67
PMC10164321_pyroptosis_HCC,BAK1,TAMs,1.08
PMC10164321_pyroptosis_HCC,NOD2,TAMs,2.0
PMC11491388_disulfidptosis_lncRNA_HCC,TMCC1-AS1,TAMs,1.19
PMC11491388_disulfidptosis_lncRNA_HCC,FOXD2-AS1,Malignant cells,1.9
PMC11491388_disulfidptosis_lncRNA_HCC,LINC01063,TECs,1.96
PMC11491388_disulfidptosis_lncRNA_HCC,SLC25A30-AS1,Malignant cells,1.93
PMC11914417_disulfidptosis_CRC,VSIG4,Macrophage,2.27
PMC11914417_disulfidptosis_CRC,SCG2,Epithelial,2.27
PMC11914417_disulfidptosis_CRC,INHBB,Epithelial,2.0
PMC11914417_disulfidptosis_CRC,DDC,Epithelial,2.26
PMC11914417_disulfidptosis_CRC,CXCL13,Tcell,2.26
PMC11914417_disulfidptosis_CRC,KLK10,Epithelial,2.19
PMC11914417_disulfidptosis_CRC,CXCL10,Macrophage,1.63
PMC11914417_disulfidptosis_CRC,CCL11,Fibroblast,2.27
