pmid,theme,pmcid,has_pmc_link,in_oa_bucket,n_files,downloaded
38021786,exosome,PMC10666655,True,True,23,True
37800824,exosome,PMC10553194,True,True,20,True
37371537,exosome,PMC10296256,True,True,17,True
36726489,exosome,PMC9886487,True,True,15,True
36620585,exosome,PMC9814973,True,True,18,True
36566321,exosome,PMC9789946,True,True,20,True
36081999,exosome,PMC9445491,True,True,12,True
36034976,exosome,PMC9403937,True,True,13,True
41234843,cancer stem cell,PMC12605633,True,True,13,True
38561604,cancer stem cell,,False,False,0,False
38066053,cancer stem cell,PMC10709318,True,True,15,True
37455453,cancer stem cell,,False,False,0,False
37377935,cancer stem cell,PMC10292801,True,True,15,True
35048799,cancer stem cell,,False,False,0,False
34474642,cancer stem cell,PMC8806718,True,True,18,True
32852285,cancer stem cell,PMC7485734,True,True,13,True
40504362,cuproptosis-related ferroptosis,,False,False,0,False
39883700,cuproptosis-related ferroptosis,PMC11781745,True,True,25,True
39825108,cuproptosis-related ferroptosis,PMC11742449,True,True,23,True
39696618,cuproptosis-related ferroptosis,PMC11657287,True,True,16,True
39324703,cuproptosis-related ferroptosis,PMC11425647,True,True,18,True
39270538,cuproptosis-related ferroptosis,,False,False,0,False
39107713,cuproptosis-related ferroptosis,PMC11302292,True,True,26,True
38192999,cuproptosis-related ferroptosis,PMC10774034,True,True,18,True
38058804,cuproptosis-related ferroptosis,PMC10695791,True,False,0,False
37712959,cuproptosis-related ferroptosis,PMC11798189,True,False,0,False
37670938,cuproptosis-related ferroptosis,PMC10475834,True,True,12,True
37622116,cuproptosis-related ferroptosis,PMC10445162,True,True,19,True
37189176,cuproptosis-related ferroptosis,PMC10184413,True,True,17,True
37152283,cuproptosis-related ferroptosis,PMC10157051,True,True,14,True
36911392,cuproptosis-related ferroptosis,PMC9999016,True,True,20,True
36760376,cuproptosis-related ferroptosis,PMC9906058,True,True,20,True
36755568,cuproptosis-related ferroptosis,PMC9899836,True,True,14,True
36713586,cuproptosis-related ferroptosis,PMC9877310,True,True,13,True
36045691,cuproptosis-related ferroptosis,PMC9420977,True,True,20,True
35910212,cuproptosis-related ferroptosis,PMC9334800,True,True,17,True
