model,gene,top_celltype,zscore
PMC9523360_telomere_KIRC,PRKCQ,CD8T,2.380000114440918
PMC9523360_telomere_KIRC,ATP1A1,Epithelial,1.4299999475479126
PMC9523360_telomere_KIRC,ELOVL3,Endothelial,2.440000057220459
PMC9523360_telomere_KIRC,TUBB2B,Epithelial,2.359999895095825
PMC9523360_telomere_KIRC,PLCL1,Epithelial,1.600000023841858
PMC9523360_telomere_KIRC,NR1H3,Mono/Macro,1.6200000047683716
PMC9468367_ICD_lncRNA_HCC,LINC01224,Malignant cells,2.03
PMC9468367_ICD_lncRNA_HCC,GABPB1-AS1,T cells,1.78
PMC9720162_ICD_lncRNA_HCC,TMEM220-AS1,Malignant cells,2.0
PMC9720162_ICD_lncRNA_HCC,LINC01554,Malignant cells,2.0
PMC10616163_chromatin_HCC,PPARGC1A,Malignant cells,2.03
PMC10616163_chromatin_HCC,DUSP1,TAMs,1.35
PMC10616163_chromatin_HCC,APOBEC3A,TAMs,2.02
PMC10616163_chromatin_HCC,HDAC11,Malignant cells,1.52
PMC10616163_chromatin_HCC,HMGB2,T cells,1.59
PMC10616163_chromatin_HCC,APOBEC3B,B cells,1.72
PMC11866598_telomere_HCC,ASF1A,T cells,1.69
PMC11866598_telomere_HCC,CDCA8,Malignant cells,1.92
PMC11866598_telomere_HCC,HMMR,Malignant cells,1.76
PMC11866598_telomere_HCC,IPO13,Malignant cells,1.48
PMC11866598_telomere_HCC,MT3,TAMs,1.91
PMC11866598_telomere_HCC,MYCN,TECs,2.0
PMC11866598_telomere_HCC,PPM1G,Malignant cells,1.39
PMC11866598_telomere_HCC,RAD54B,Malignant cells,1.63
PMC11866598_telomere_HCC,RRAGC,TAMs,1.41
PMC11866598_telomere_HCC,RTN3,TAMs,0.85
PMC11866598_telomere_HCC,RUVBL1,Malignant cells,1.46
PMC11866598_telomere_HCC,SAP30,TAMs,1.62
PMC11866598_telomere_HCC,SLC7A11,Malignant cells,1.89
PMC11866598_telomere_HCC,SMG5,Malignant cells,1.81
PMC11866598_telomere_HCC,TALDO1,Malignant cells,1.27
PMC11866598_telomere_HCC,TCOF1,TAMs,1.91
PMC11866598_telomere_HCC,TRAPPC4,Malignant cells,1.08
PMC11866598_telomere_HCC,UAP1L1,TAMs,1.86
PMC9636133_mitophagy_CRC,AMBRA1,Fibroblast,1.34
PMC9636133_mitophagy_CRC,ATG14,Macrophage,1.07
PMC9636133_mitophagy_CRC,MAP1LC3A,Fibroblast,2.02
PMC9636133_mitophagy_CRC,MAP1LC3B,Epithelial,1.03
PMC9636133_mitophagy_CRC,OPTN,MastCell,1.08
PMC9636133_mitophagy_CRC,VDAC1,Epithelial,1.53
PMC9636133_mitophagy_CRC,ATG5,Endothelial,1.82
PMC9636133_mitophagy_CRC,CSNK2A2,Tcell,1.6
PMC9636133_mitophagy_CRC,MFN1,Endothelial,1.29
PMC9636133_mitophagy_CRC,TOMM22,Endothelial,1.36
PMC13114778_lactylation_BRCA,HSPA1B,CAFs,1.23
PMC13114778_lactylation_BRCA,LGALS4,Normal Epithelial,1.6
PMC13114778_lactylation_BRCA,HSPB1,PVL,1.25
PMC13114778_lactylation_BRCA,ARPC1B,Myeloid,1.95
PMC13114778_lactylation_BRCA,ACTG1,Normal Epithelial,1.28
PMC13114778_lactylation_BRCA,LEPROTL1,T-cells,2.54
PMC13114778_lactylation_BRCA,HMGN2,Cancer Epithelial,1.23
PMC13114778_lactylation_BRCA,SFPQ,Endothelial,1.22
PMC13114778_lactylation_BRCA,RBM3,Cancer Epithelial,0.82
PMC13114778_lactylation_BRCA,SLC2A3,Endothelial,1.49
PMC13114778_lactylation_BRCA,LY6E,CAFs,1.88
PMC13114778_lactylation_BRCA,ARL4C,Myeloid,1.8
PMC13114778_lactylation_BRCA,UBE2I,Cancer Epithelial,2.01
PMC13114778_lactylation_BRCA,AP2M1,PVL,1.14
PMC13114778_lactylation_BRCA,TERF2IP,T-cells,1.17
PMC13114778_lactylation_BRCA,H2AFY,Myeloid,1.84
PMC13114778_lactylation_BRCA,RAB5C,Myeloid,1.49
PMC13114778_lactylation_BRCA,LITAF,Myeloid,1.92
PMC13114778_lactylation_BRCA,MED10,Endothelial,1.08
PMC13114778_lactylation_BRCA,RBM17,Cancer Epithelial,1.57
PMC13114778_lactylation_BRCA,METTL9,Cancer Epithelial,1.9
PMC13114778_lactylation_BRCA,NR1H2,Endothelial,1.15
PMC13114778_lactylation_BRCA,PTTG1,T-cells,2.27
